"GFH05524"	"HaLaN_00001"
"GFH32833"	"HaLaN_32120"
"GFH32834"	"HaLaN_32121"
"GFH32835"	"HaLaN_32122"
"GFH32836"	"HaLaN_32123"
"GFH32837"	"HaLaN_32124"
"GFH32838"	"HaLaN_32125"
"GFH32839"	"HaLaN_32126"
"GFH32840"	"HaLaN_32127"
"GFH32841"	"HaLaN_32128"
"GFH32842"	"HaLaN_32129"
"GFH32843"	"HaLaN_32130"
"GFH32844"	"HaLaN_32131"
"GFH32845"	"HaLaN_32132"
"GFH32846"	"HaLaN_32133"
"GFH32847"	"HaLaN_32134"
"GFH32848"	"HaLaN_32135"
"HaLaN_32137"	"HaLaN_32136"
"GFH32849"	"HaLaN_32137"
"GFH32850"	"HaLaN_32138"
"GFH32851"	"HaLaN_32139"
"GFH32852"	"HaLaN_32140"
"GFH32853"	"HaLaN_32141"
"GFH32854"	"HaLaN_32142"
"GFH32855"	"HaLaN_32143"
"GFH32856"	"HaLaN_32144"
"GFH32857"	"HaLaN_32145"
"GFH32858"	"HaLaN_32146"
"GFH32859"	"HaLaN_32147"
"GFH32860"	"HaLaN_32148"
"GFH32861"	"HaLaN_32149"
"GFH32862"	"HaLaN_32150"
"HaLaN_32152"	"HaLaN_32151"
"GFH32863"	"HaLaN_32152"
"GFH32864"	"HaLaN_32153"
"GFH32865"	"HaLaN_32154"
"GFH32866"	"HaLaN_32155"
"GFH32867"	"HaLaN_32156"
"GFH32868"	"HaLaN_32157"
"GFH32869"	"HaLaN_32158"
"GFH32870"	"HaLaN_32159"
"GFH32871"	"HaLaN_32160"
"GFH32872"	"HaLaN_32161"
"GFH32873"	"HaLaN_32162"
"GFH32874"	"HaLaN_32163"
"GFH32875"	"HaLaN_32164"
"GFH32876"	"HaLaN_32165"
"GFH32877"	"HaLaN_32166"
"GFH32878"	"HaLaN_32167"
"GFH32879"	"HaLaN_32168"
"HaLaN_32170"	"HaLaN_32169"
"GFH32880"	"HaLaN_32170"
"GFH32881"	"HaLaN_32171"
"GFH32882"	"HaLaN_32172"
"GFH32883"	"HaLaN_32173"
"GFH32884"	"HaLaN_32174"
"GFH32885"	"HaLaN_32175"
"GFH32886"	"HaLaN_32176"
"HaLaN_32178"	"HaLaN_32177"
"GFH32887"	"HaLaN_32178"
"GFH32888"	"HaLaN_32179"
"GFH32889"	"HaLaN_32180"
"GFH32890"	"HaLaN_32181"
"GFH32891"	"HaLaN_32182"
"GFH32892"	"HaLaN_32183"
"GFH32893"	"HaLaN_32184"
"GFH32894"	"HaLaN_32185"
"GFH32895"	"HaLaN_32186"
"GFH32896"	"HaLaN_32187"
"GFH32897"	"HaLaN_32188"
"HaLaN_32190"	"HaLaN_32189"
"GFH32898"	"HaLaN_32190"
"GFH32899"	"HaLaN_32191"
"GFH32900"	"HaLaN_32192"
"HaLaN_t00272"	"HaLaN_t00272"
"GFH32901"	"HaLaN_32193"
"GFH32902"	"HaLaN_32194"
"GFH32903"	"HaLaN_32195"
"GFH32904"	"HaLaN_32196"
"HaLaN_32198"	"HaLaN_32197"
"GFH32905"	"HaLaN_32198"
"GFH32906"	"HaLaN_32199"
"GFH32907"	"HaLaN_32200"
"GFH32908"	"HaLaN_32201"
"HaLaN_32203"	"HaLaN_32202"
"HaLaN_32204"	"HaLaN_32203"
"GFH32909"	"HaLaN_32204"
"GFH32910"	"HaLaN_32205"
"HaLaN_32207"	"HaLaN_32206"
"GFH32911"	"HaLaN_32207"
"HaLaN_32209"	"HaLaN_32208"
"GFH32912"	"HaLaN_32209"
"GFH32913"	"HaLaN_32210"
"GFH32914"	"HaLaN_32211"
"GFH32915"	"HaLaN_32212"
"GFH32916"	"HaLaN_32213"
"GFH32917"	"HaLaN_32214"
"GFH32918"	"HaLaN_32215"
"GFH32919"	"HaLaN_32216"
"GFH32920"	"HaLaN_32217"
"GFH32921"	"HaLaN_32218"
"GFH32922"	"HaLaN_32219"
"GFH32923"	"HaLaN_32220"
"GFH32924"	"HaLaN_32221"
"GFH32925"	"HaLaN_32222"
"HaLaN_32224"	"HaLaN_32223"
"GFH32926"	"HaLaN_32224"
"GFH32927"	"HaLaN_32225"
"GFH32928"	"HaLaN_32226"
"GFH32929"	"HaLaN_32227"
"GFH32930"	"HaLaN_32228"
"GFH32931"	"HaLaN_32229"
"GFH32932"	"HaLaN_32230"
"HaLaN_32232"	"HaLaN_32231"
"GFH32933"	"HaLaN_32232"
"GFH32934"	"HaLaN_32233"
"GFH32935"	"HaLaN_32234"
"HaLaN_32236"	"HaLaN_32235"
"GFH32936"	"HaLaN_32236"
"GFH32937"	"HaLaN_32237"
"GFH32938"	"HaLaN_32238"
"GFH32939"	"HaLaN_32239"
"GFH32940"	"HaLaN_32240"
"GFH32941"	"HaLaN_32241"
"GFH32942"	"HaLaN_32242"
"GFH32943"	"HaLaN_32243"
"GFH32944"	"HaLaN_32244"
"GFH32945"	"HaLaN_32245"
"GFH32946"	"HaLaN_32246"
"GFH32947"	"HaLaN_32247"
"GFH32948"	"HaLaN_32248"
"HaLaN_32250"	"HaLaN_32249"
"HaLaN_32251"	"HaLaN_32250"
"GFH32949"	"HaLaN_32251"
"GFH32950"	"HaLaN_32252"
"GFH32951"	"HaLaN_32253"
"HaLaN_32255"	"HaLaN_32254"
"GFH32952"	"HaLaN_32255"
"GFH32953"	"HaLaN_32256"
"GFH32954"	"HaLaN_32257"
"GFH32955"	"HaLaN_32258"
"GFH32956"	"HaLaN_32259"
"GFH32957"	"HaLaN_32260"
"GFH32958"	"HaLaN_32261"
"HaLaN_32263"	"HaLaN_32262"
"GFH32959"	"HaLaN_32263"
"GFH32960"	"HaLaN_32264"
"HaLaN_32266"	"HaLaN_32265"
"GFH32961"	"HaLaN_32266"
"GFH32962"	"HaLaN_32267"
"GFH32963"	"HaLaN_32268"
"GFH32964"	"HaLaN_32269"
"GFH32965"	"HaLaN_32270"
"GFH32966"	"HaLaN_32271"
"GFH32967"	"HaLaN_32272"
"GFH32968"	"HaLaN_32273"
"GFH32969"	"HaLaN_32274"
"GFH32970"	"HaLaN_32275"
"GFH32971"	"HaLaN_32276"
"GFH32972"	"HaLaN_32277"
"GFH32973"	"HaLaN_32278"
"GFH32974"	"HaLaN_32279"
"GFH32975"	"HaLaN_32280"
"HaLaN_32282"	"HaLaN_32281"
"GFH32976"	"HaLaN_32282"
"GFH32977"	"HaLaN_32283"
"HaLaN_32285"	"HaLaN_32284"
"GFH32978"	"HaLaN_32285"
"GFH32979"	"HaLaN_32286"
"GFH32980"	"HaLaN_32287"
"GFH32981"	"HaLaN_32288"
"GFH32982"	"HaLaN_32289"
"GFH32983"	"HaLaN_32290"
"HaLaN_32292"	"HaLaN_32291"
"GFH32984"	"HaLaN_32292"
"HaLaN_t00273"	"HaLaN_t00273"
"HaLaN_32294"	"HaLaN_32293"
"GFH32985"	"HaLaN_32294"
"GFH32986"	"HaLaN_32295"
"GFH32987"	"HaLaN_32296"
"GFH32988"	"HaLaN_32297"
"GFH32989"	"HaLaN_32298"
"GFH32990"	"HaLaN_32299"
"GFH32991"	"HaLaN_32300"
"GFH32992"	"HaLaN_32301"
"GFH32993"	"HaLaN_32302"
"GFH32994"	"HaLaN_32303"
"GFH32995"	"HaLaN_32304"
"GFH32996"	"HaLaN_32305"
"GFH32997"	"HaLaN_32306"
"GFH32998"	"HaLaN_32307"
"GFH32999"	"HaLaN_32308"
"GFH33000"	"HaLaN_32309"
"GFH33001"	"HaLaN_32310"
"GFH33002"	"HaLaN_32311"
"GFH33003"	"HaLaN_32312"
"GFH33004"	"HaLaN_32313"
"GFH33005"	"HaLaN_32314"
"GFH33006"	"HaLaN_32315"
"GFH33007"	"HaLaN_32316"
"GFH33008"	"HaLaN_32317"
"GFH33009"	"HaLaN_32318"
"GFH33010"	"HaLaN_32319"
"GFH33011"	"HaLaN_32320"
"GFH33012"	"HaLaN_32321"
"GFH33013"	"HaLaN_32322"
"HaLaN_32324"	"HaLaN_32323"
"GFH33014"	"HaLaN_32324"
"GFH33015"	"HaLaN_32325"
"GFH33016"	"HaLaN_32326"
"GFH33017"	"HaLaN_32327"
"HaLaN_32329"	"HaLaN_32328"
"GFH33018"	"HaLaN_32329"
"GFH33019"	"HaLaN_32330"
"GFH33020"	"HaLaN_32331"
"GFH33021"	"HaLaN_32332"
"GFH33022"	"HaLaN_32333"
"GFH33023"	"HaLaN_32334"
"GFH33024"	"HaLaN_32335"
"GFH33025"	"HaLaN_32336"
"GFH33026"	"HaLaN_32337"
"GFH33027"	"HaLaN_32338"
"GFH33028"	"HaLaN_32339"
"GFH33029"	"HaLaN_32340"
"GFH33030"	"HaLaN_32341"
"GFH33031"	"HaLaN_32342"
"GFH33032"	"HaLaN_32343"
"GFH33033"	"HaLaN_32344"
"GFH33034"	"HaLaN_32345"
"GFH33035"	"HaLaN_32346"
"GFH33036"	"HaLaN_32347"
"GFH33037"	"HaLaN_32348"
"GFH33038"	"HaLaN_32349"
"GFH33039"	"HaLaN_32350"
"GFH33040"	"HaLaN_32351"
"GFH33041"	"HaLaN_32352"
"GFH33042"	"HaLaN_32353"
"GFH33043"	"HaLaN_32354"
"GFH33044"	"HaLaN_32355"
"GFH33045"	"HaLaN_32356"
"GFH33046"	"HaLaN_32357"
"GFH33047"	"HaLaN_32358"
"GFH33048"	"HaLaN_32359"
"GFH33049"	"HaLaN_32360"
"GFH33050"	"HaLaN_32361"
"GFH33051"	"HaLaN_32362"
"GFH33052"	"HaLaN_32363"
"GFH33053"	"HaLaN_32365"
"HaLaN_32366"	"HaLaN_32364"
"GFH33054"	"HaLaN_32366"
"GFH33055"	"HaLaN_32367"
"GFH33056"	"HaLaN_32368"
"GFH33057"	"HaLaN_32369"
"GFH33058"	"HaLaN_32370"
"GFH33059"	"HaLaN_32371"
"HaLaN_32373"	"HaLaN_32372"
"GFH33060"	"HaLaN_32373"
"GFH33061"	"HaLaN_32374"
"GFH33062"	"HaLaN_32375"
"GFH33063"	"HaLaN_32376"
"HaLaN_32378"	"HaLaN_32377"
"GFH33064"	"HaLaN_32378"
"GFH33065"	"HaLaN_32379"
"HaLaN_32381"	"HaLaN_32380"
"GFH33066"	"HaLaN_32381"
"GFH33067"	"HaLaN_32382"
"GFH33068"	"HaLaN_32383"
"GFH33069"	"HaLaN_32384"
"GFH33070"	"HaLaN_32385"
"GFH33071"	"HaLaN_32386"
"GFH33072"	"HaLaN_32387"
"GFH33073"	"HaLaN_32388"
"GFH33074"	"HaLaN_32389"
"GFH33075"	"HaLaN_32390"
"GFH33076"	"HaLaN_32391"
"GFH33077"	"HaLaN_32392"
"GFH33078"	"HaLaN_32393"
"GFH33079"	"HaLaN_32394"
"GFH33080"	"HaLaN_32395"
"GFH33081"	"HaLaN_32396"
"HaLaN_32398"	"HaLaN_32397"
"HaLaN_32399"	"HaLaN_32398"
"GFH33082"	"HaLaN_32399"
"HaLaN_32401"	"HaLaN_32400"
"GFH33083"	"HaLaN_32401"
"GFH33084"	"HaLaN_32402"
"GFH33085"	"HaLaN_32403"
"GFH33086"	"HaLaN_32404"
"GFH33087"	"HaLaN_32405"
"GFH33088"	"HaLaN_32406"
"GFH33089"	"HaLaN_32407"
"GFH33090"	"HaLaN_32408"
"GFH33091"	"HaLaN_32409"
"GFH33092"	"HaLaN_32410"
"GFH33093"	"HaLaN_32411"
"HaLaN_32413"	"HaLaN_32412"
"GFH33094"	"HaLaN_32413"
"GFH33095"	"HaLaN_32414"
"GFH33096"	"HaLaN_32415"
"GFH33097"	"HaLaN_32416"
"GFH33098"	"HaLaN_32417"
"GFH33099"	"HaLaN_32418"
"GFH33100"	"HaLaN_32419"
"GFH33101"	"HaLaN_32420"
"HaLaN_32422"	"HaLaN_32421"
"HaLaN_32423"	"HaLaN_32422"
"GFH33102"	"HaLaN_32423"
"HaLaN_32425"	"HaLaN_32424"
"GFH33103"	"HaLaN_32425"
"GFH33104"	"HaLaN_32426"
"GFH33105"	"HaLaN_32427"
"GFH33106"	"HaLaN_32428"
"GFH33107"	"HaLaN_32429"
"GFH33108"	"HaLaN_32430"
"GFH33109"	"HaLaN_32431"
"GFH33110"	"HaLaN_32432"
"GFH33111"	"HaLaN_32433"
"GFH33112"	"HaLaN_32434"
"GFH33113"	"HaLaN_32435"
"GFH33114"	"HaLaN_32436"
"GFH33115"	"HaLaN_32437"
"GFH33116"	"HaLaN_32438"
"GFH33117"	"HaLaN_32439"
"GFH33118"	"HaLaN_32440"
"GFH33119"	"HaLaN_32441"
"GFH33120"	"HaLaN_32442"
"HaLaN_32444"	"HaLaN_32443"
"GFH33121"	"HaLaN_32444"
"GFH33122"	"HaLaN_32445"
"GFH33123"	"HaLaN_32446"
"GFH33124"	"HaLaN_32447"
"GFH33125"	"HaLaN_32448"
"GFH33126"	"HaLaN_32449"
"GFH33127"	"HaLaN_32450"
"GFH33128"	"HaLaN_32451"
"GFH33129"	"HaLaN_32452"
"GFH33130"	"HaLaN_32453"
"GFH33131"	"HaLaN_32454"
"GFH33132"	"HaLaN_32455"
"GFH33133"	"HaLaN_32456"
"GFH33134"	"HaLaN_32457"
"GFH33135"	"HaLaN_32458"
"GFH33136"	"HaLaN_32459"
"GFH33137"	"HaLaN_32460"
"HaLaN_32462"	"HaLaN_32461"
"GFH33138"	"HaLaN_32462"
"GFH33139"	"HaLaN_32463"
"GFH33140"	"HaLaN_32464"
"GFH33141"	"HaLaN_32465"
"GFH33142"	"HaLaN_32466"
"GFH33143"	"HaLaN_32467"
"GFH33144"	"HaLaN_32468"
"GFH33145"	"HaLaN_32469"
"HaLaN_32471"	"HaLaN_32470"
"GFH33146"	"HaLaN_32471"
"GFH33147"	"HaLaN_32472"
"GFH33148"	"HaLaN_32473"
"GFH33149"	"HaLaN_32474"
"GFH33150"	"HaLaN_32475"
"GFH33151"	"HaLaN_32476"
"GFH33152"	"HaLaN_32477"
"GFH33153"	"HaLaN_32478"
"GFH33154"	"HaLaN_32479"
"GFH33155"	"HaLaN_32480"
"GFH33156"	"HaLaN_32481"
"GFH33157"	"HaLaN_32482"
"GFH33158"	"HaLaN_32483"
"GFH33159"	"HaLaN_32484"
"GFH33160"	"HaLaN_32485"
"GFH33161"	"HaLaN_32486"
"GFH33162"	"HaLaN_32487"
"GFH33163"	"HaLaN_32488"
"GFH33164"	"HaLaN_32489"
"HaLaN_32491"	"HaLaN_32490"
"GFH33165"	"HaLaN_32491"
"HaLaN_t00274"	"HaLaN_t00274"
"GFH33166"	"HaLaN_32492"
"GFH33167"	"HaLaN_32493"
"GFH33168"	"HaLaN_32494"
"GFH33169"	"HaLaN_32495"
"GFH33170"	"HaLaN_32496"
"HaLaN_32498"	"HaLaN_32497"
"GFH33171"	"HaLaN_32498"
"GFH33172"	"HaLaN_32499"
"GFH33173"	"HaLaN_32500"
"GFH33174"	"HaLaN_32501"
"GFH33175"	"HaLaN_32502"
"GFH33176"	"HaLaN_32503"
"GFH33177"	"HaLaN_32504"
"GFH33178"	"HaLaN_32505"
"HaLaN_32507"	"HaLaN_32506"
"GFH33179"	"HaLaN_32507"
"GFH33180"	"HaLaN_32508"
"GFH33181"	"HaLaN_32509"
"GFH33182"	"HaLaN_32510"
"GFH33183"	"HaLaN_32511"
"GFH33184"	"HaLaN_32512"
"HaLaN_32514"	"HaLaN_32513"
"GFH33185"	"HaLaN_32514"
"GFH33186"	"HaLaN_32515"
"GFH33187"	"HaLaN_32516"
"GFH33188"	"HaLaN_32517"
"HaLaN_32519"	"HaLaN_32518"
"HaLaN_32520"	"HaLaN_32519"
"GFH33189"	"HaLaN_32520"
"GFH33190"	"HaLaN_32521"
"GFH33191"	"HaLaN_32522"
"GFH33192"	"HaLaN_32523"
"GFH33193"	"HaLaN_32524"
"GFH33194"	"HaLaN_32525"
"GFH33195"	"HaLaN_32526"
"GFH33196"	"HaLaN_32527"
"HaLaN_32529"	"HaLaN_32528"
"GFH33197"	"HaLaN_32529"
"GFH33198"	"HaLaN_32530"
"GFH33199"	"HaLaN_32531"
"GFH33200"	"HaLaN_32532"
"GFH33201"	"HaLaN_32533"
"HaLaN_32535"	"HaLaN_32534"
"GFH33202"	"HaLaN_32535"
"HaLaN_32537"	"HaLaN_32536"
"GFH33203"	"HaLaN_32537"
"GFH33204"	"HaLaN_32538"
"HaLaN_32540"	"HaLaN_32539"
"GFH33205"	"HaLaN_32540"
"GFH33206"	"HaLaN_32541"
"GFH33207"	"HaLaN_32542"
"GFH33208"	"HaLaN_32543"
"GFH33209"	"HaLaN_32544"
"GFH33210"	"HaLaN_32545"
"GFH33211"	"HaLaN_32546"
"HaLaN_32548"	"HaLaN_32547"
"GFH33212"	"HaLaN_32548"
"GFH33213"	"HaLaN_32549"
"GFH33214"	"HaLaN_32550"
"HaLaN_32552"	"HaLaN_32551"
"GFH33215"	"HaLaN_32552"
"GFH33216"	"HaLaN_32553"
"GFH33217"	"HaLaN_32554"
"HaLaN_32556"	"HaLaN_32555"
"GFH33218"	"HaLaN_32556"
"GFH33219"	"HaLaN_32557"
"GFH33220"	"HaLaN_32558"
"GFH33221"	"HaLaN_32559"
"GFH33222"	"HaLaN_32560"
"GFH33223"	"HaLaN_32561"
"GFH33224"	"HaLaN_32562"
"GFH33225"	"HaLaN_32563"
"GFH33226"	"HaLaN_32564"
"GFH33227"	"HaLaN_32565"
"GFH33228"	"HaLaN_32566"
"GFH33229"	"HaLaN_32567"
"GFH33230"	"HaLaN_32568"
"GFH33231"	"HaLaN_32569"
"GFH33232"	"HaLaN_32570"
"GFH33233"	"HaLaN_32571"
"GFH33234"	"HaLaN_32572"
"GFH33235"	"HaLaN_32573"
"GFH33236"	"HaLaN_32574"
"HaLaN_32576"	"HaLaN_32575"
"GFH33237"	"HaLaN_32576"
"GFH33238"	"HaLaN_32577"
"HaLaN_32579"	"HaLaN_32578"
"GFH33239"	"HaLaN_32579"
"GFH33240"	"HaLaN_32580"
"GFH33241"	"HaLaN_32581"
"HaLaN_t00275"	"HaLaN_t00275"
"GFH33242"	"HaLaN_32582"
"HaLaN_32584"	"HaLaN_32583"
"GFH33243"	"HaLaN_32584"
"GFH33244"	"HaLaN_32585"
"GFH33245"	"HaLaN_32586"
"GFH33246"	"HaLaN_32587"
"GFH33247"	"HaLaN_32588"
"HaLaN_32590"	"HaLaN_32589"
"GFH33248"	"HaLaN_32590"
"GFH33249"	"HaLaN_32591"
"GFH33250"	"HaLaN_32592"
"GFH33251"	"HaLaN_32593"
"GFH33252"	"HaLaN_32594"
"GFH33253"	"HaLaN_32595"
"HaLaN_32597"	"HaLaN_32596"
"GFH33254"	"HaLaN_32597"
"GFH33255"	"HaLaN_32598"
"GFH33256"	"HaLaN_32599"
"GFH33257"	"HaLaN_32600"
"HaLaN_32602"	"HaLaN_32601"
"GFH33258"	"HaLaN_32602"
"GFH33259"	"HaLaN_32603"
"GFH33260"	"HaLaN_32604"
"HaLaN_32606"	"HaLaN_32605"
"GFH33261"	"HaLaN_32606"
"GFH33262"	"HaLaN_32607"
"GFH33263"	"HaLaN_32608"
"GFH33264"	"HaLaN_32609"
"GFH33265"	"HaLaN_32610"
"GFH33266"	"HaLaN_32611"
"HaLaN_t00276"	"HaLaN_t00276"
"GFH33267"	"HaLaN_32612"
"GFH33268"	"HaLaN_32613"
"GFH33269"	"HaLaN_32614"
"GFH33270"	"HaLaN_32615"
"GFH33271"	"HaLaN_32616"
"GFH33272"	"HaLaN_32617"
"GFH33273"	"HaLaN_32618"
"GFH33274"	"HaLaN_32619"
"HaLaN_32621"	"HaLaN_32620"
"GFH33275"	"HaLaN_32621"
"GFH33276"	"HaLaN_32622"
"HaLaN_32624"	"HaLaN_32623"
"GFH33277"	"HaLaN_32624"
"GFH33278"	"HaLaN_32625"
"GFH33279"	"HaLaN_32626"
"GFH33280"	"HaLaN_32627"
"GFH33281"	"HaLaN_32628"
"GFH33282"	"HaLaN_32629"
"GFH33283"	"HaLaN_32630"
"HaLaN_32632"	"HaLaN_32631"
"GFH33284"	"HaLaN_32632"
"GFH33285"	"HaLaN_32633"
"GFH33286"	"HaLaN_32634"
"GFH33287"	"HaLaN_32635"
"GFH33288"	"HaLaN_32636"
"GFH33289"	"HaLaN_32637"
"HaLaN_32639"	"HaLaN_32638"
"GFH33290"	"HaLaN_32639"
"GFH33291"	"HaLaN_32640"
"GFH33292"	"HaLaN_32641"
"GFH33293"	"HaLaN_32642"
"GFH33294"	"HaLaN_32643"
"GFH33295"	"HaLaN_32644"
"GFH33296"	"HaLaN_32645"
"GFH33297"	"HaLaN_32646"
"GFH33298"	"HaLaN_32647"
"GFH33299"	"HaLaN_32648"
"GFH33300"	"HaLaN_32649"
"GFH33301"	"HaLaN_32650"
"GFH33302"	"HaLaN_32651"
"GFH33303"	"HaLaN_32652"
"GFH33304"	"HaLaN_32653"
"GFH33305"	"HaLaN_32654"
"HaLaN_32656"	"HaLaN_32655"
"GFH33306"	"HaLaN_32656"
"GFH33307"	"HaLaN_32657"
"GFH33308"	"HaLaN_32658"
"GFH33309"	"HaLaN_32659"
"GFH33310"	"HaLaN_32660"
"GFH33311"	"HaLaN_32661"
"GFH33312"	"HaLaN_32662"
"GFH33313"	"HaLaN_32663"
"HaLaN_32665"	"HaLaN_32664"
"GFH33314"	"HaLaN_32665"
"GFH33315"	"HaLaN_32666"
"GFH33316"	"HaLaN_32667"
"GFH33317"	"HaLaN_32668"
"GFH33318"	"HaLaN_32669"
"GFH33319"	"HaLaN_32670"
"HaLaN_32672"	"HaLaN_32671"
"GFH33320"	"HaLaN_32672"
"HaLaN_32674"	"HaLaN_32673"
"GFH33321"	"HaLaN_32674"
"HaLaN_32676"	"HaLaN_32675"
"GFH33322"	"HaLaN_32676"
"GFH33323"	"HaLaN_32677"
"GFH33324"	"HaLaN_32678"
"GFH33325"	"HaLaN_32679"
"HaLaN_32681"	"HaLaN_32680"
"GFH33326"	"HaLaN_32681"
"GFH33327"	"HaLaN_32682"
"GFH33328"	"HaLaN_32683"
"GFH33329"	"HaLaN_32684"
"GFH33330"	"HaLaN_32685"
"GFH33331"	"HaLaN_32686"
"GFH33332"	"HaLaN_32687"
"HaLaN_32689"	"HaLaN_32688"
"GFH33333"	"HaLaN_32689"
"GFH33334"	"HaLaN_32690"
"HaLaN_32692"	"HaLaN_32691"
"GFH33335"	"HaLaN_32692"
"GFH33336"	"HaLaN_32693"
"GFH33337"	"HaLaN_32694"
"GFH33338"	"HaLaN_32695"
"GFH33339"	"HaLaN_32696"
"GFH33340"	"HaLaN_32697"
"GFH33341"	"HaLaN_32698"
"GFH33342"	"HaLaN_32699"
"GFH33343"	"HaLaN_32700"
"GFH33344"	"HaLaN_32701"
"GFH33345"	"HaLaN_32702"
"HaLaN_32704"	"HaLaN_32703"
"GFH33346"	"HaLaN_32704"
"GFH33347"	"HaLaN_32705"
"GFH33348"	"HaLaN_32706"
"GFH33349"	"HaLaN_32707"
"GFH33350"	"HaLaN_32708"
"GFH33351"	"HaLaN_32709"
"GFH33352"	"HaLaN_32710"
"GFH33353"	"HaLaN_32711"
"HaLaN_32713"	"HaLaN_32712"
"GFH33354"	"HaLaN_32713"
"GFH33355"	"HaLaN_32714"
"GFH33356"	"HaLaN_32715"
"GFH33357"	"HaLaN_32716"
"HaLaN_32718"	"HaLaN_32717"
"GFH33358"	"HaLaN_32718"
"HaLaN_32720"	"HaLaN_32719"
"GFH33359"	"HaLaN_32720"
"HaLaN_32722"	"HaLaN_32721"
"GFH33360"	"HaLaN_32722"
"GFH33361"	"HaLaN_32723"
"HaLaN_32725"	"HaLaN_32724"
"GFH33362"	"HaLaN_32725"
"GFH33363"	"HaLaN_32726"
"HaLaN_32728"	"HaLaN_32727"
"GFH33364"	"HaLaN_32728"
"GFH33365"	"HaLaN_32729"
"GFH33366"	"HaLaN_32730"
"GFH33367"	"HaLaN_32731"
"GFH33368"	"HaLaN_32732"
"HaLaN_32734"	"HaLaN_32733"
"GFH33369"	"HaLaN_32734"
"GFH33370"	"HaLaN_32735"
"GFH33371"	"HaLaN_32736"
"GFH33372"	"HaLaN_32737"
"GFH33373"	"HaLaN_32738"
"GFH33374"	"HaLaN_32739"
"GFH33375"	"HaLaN_32740"
"GFH33376"	"HaLaN_32741"
"GFH33377"	"HaLaN_32742"
"GFH33378"	"HaLaN_32743"
"GFH33379"	"HaLaN_32744"
"GFH33380"	"HaLaN_32745"
"HaLaN_32747"	"HaLaN_32746"
"GFH33381"	"HaLaN_32747"
"GFH33382"	"HaLaN_32748"
"GFH33383"	"HaLaN_32749"
"HaLaN_32751"	"HaLaN_32750"
"GFH33384"	"HaLaN_32751"
"GFH33385"	"HaLaN_32752"
"GFH33386"	"HaLaN_32753"
"GFH33387"	"HaLaN_32754"
"GFH33388"	"HaLaN_32755"
"HaLaN_32757"	"HaLaN_32756"
"GFH33389"	"HaLaN_32757"
"GFH33390"	"HaLaN_32758"
"GFH33391"	"HaLaN_32759"
"GFH33392"	"HaLaN_32760"
"GFH33393"	"HaLaN_32761"
"GFH33394"	"HaLaN_32762"
"GFH33395"	"HaLaN_32763"
"GFH33396"	"HaLaN_32764"
"GFH33397"	"HaLaN_32765"
"GFH33398"	"HaLaN_32766"
"GFH33399"	"HaLaN_32767"
"GFH33400"	"HaLaN_32768"
"GFH33401"	"HaLaN_32769"
"GFH33402"	"HaLaN_32770"
"GFH33403"	"HaLaN_32771"
"GFH33404"	"HaLaN_32772"
"GFH33405"	"HaLaN_32773"
"GFH33406"	"HaLaN_32774"
"GFH33407"	"HaLaN_32775"
"GFH33408"	"HaLaN_32776"
"GFH33409"	"HaLaN_32777"
"GFH33410"	"HaLaN_32778"
"HaLaN_32780"	"HaLaN_32779"
"HaLaN_32781"	"HaLaN_32780"
"GFH33411"	"HaLaN_32781"
"GFH33412"	"HaLaN_32782"
"GFH33413"	"HaLaN_32783"
"GFH33414"	"HaLaN_32784"
"GFH33415"	"HaLaN_32785"
"GFH33416"	"HaLaN_32786"
"GFH33417"	"HaLaN_32787"
"GFH33418"	"HaLaN_32788"
"GFH33419"	"HaLaN_32789"
"HaLaN_32791"	"HaLaN_32790"
"GFH33420"	"HaLaN_32791"
"GFH33421"	"HaLaN_32792"
"GFH33422"	"HaLaN_32793"
"GFH33423"	"HaLaN_32794"
"GFH33424"	"HaLaN_32795"
"GFH33425"	"HaLaN_32796"
"GFH33426"	"HaLaN_32797"
"HaLaN_32799"	"HaLaN_32798"
"GFH33427"	"HaLaN_32799"
"GFH33428"	"HaLaN_32800"
"GFH33429"	"HaLaN_32801"
"GFH33430"	"HaLaN_32802"
"GFH33431"	"HaLaN_32803"
"GFH33432"	"HaLaN_32804"
"HaLaN_32806"	"HaLaN_32805"
"GFH33433"	"HaLaN_32806"
"GFH33434"	"HaLaN_32807"
"GFH33435"	"HaLaN_32808"
"GFH33436"	"HaLaN_32809"
"HaLaN_32811"	"HaLaN_32810"
"GFH33437"	"HaLaN_32811"
"GFH33438"	"HaLaN_32812"
"GFH33439"	"HaLaN_32813"
"GFH33440"	"HaLaN_32814"
"GFH33441"	"HaLaN_32815"
"GFH33442"	"HaLaN_32816"
"GFH33443"	"HaLaN_32817"
"GFH33444"	"HaLaN_32818"
"GFH33445"	"HaLaN_32819"
"GFH33446"	"HaLaN_32820"
"GFH33447"	"HaLaN_32821"
"GFH33448"	"HaLaN_32822"
"HaLaN_32824"	"HaLaN_32823"
"GFH33449"	"HaLaN_32824"
"GFH33450"	"HaLaN_32825"
"GFH33451"	"HaLaN_32826"
"GFH33452"	"HaLaN_32827"
"GFH33453"	"HaLaN_32828"
"GFH33454"	"HaLaN_32829"
"GFH33455"	"HaLaN_32830"
"HaLaN_32832"	"HaLaN_32831"
"HaLaN_32833"	"HaLaN_32832"
"GFH33456"	"HaLaN_32833"
"GFH33457"	"HaLaN_32834"
